@RELATION eval  
   
@ATTRIBUTE Type NUMERIC 
@ATTRIBUTE Size {100, 200} 
@ATTRIBUTE Instance NUMERIC  
@ATTRIBUTE Budget NUMERIC  
@ATTRIBUTE PopSize NUMERIC  
@ATTRIBUTE Info NUMERIC  
@ATTRIBUTE nb_evaluation NUMERIC  
@ATTRIBUTE AVG_dist NUMERIC  
@ATTRIBUTE MaxMin NUMERIC  
@ATTRIBUTE PR NUMERIC  
@ATTRIBUTE Diversification {1, 0}  

@DATA 0,100,1.0,0.005,0.02,1.0,0,0.169,0.355,0.0,0
0,100,1.0,0.035,1.02,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.035,1.02,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.035,1.02,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.035,1.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.055,0.02,1.0,0,0.053,0.24,0.004,0
0,100,1.0,0.055,0.02,0.451,0,0.048,0.17,0.032,0
0,100,1.0,0.055,0.02,0.313,0,0.054,0.14,0.018,0
0,100,1.0,0.055,0.02,0.129,0,0.033,0.057,0.055,0
0,100,1.0,0.055,0.02,0.089,0,0.036,0.064,0.048,0
0,100,1.0,0.055,0.02,0.048,0,0.044,0.055,0.034,0
0,100,1.0,0.055,0.02,0.041,0,0.042,0.052,0.052,0
0,100,1.0,0.055,0.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.055,0.082,1.0,0,0.031,0.184,0.056,0
0,100,1.0,0.055,0.082,0.451,0,0.027,0.124,0.153,0
0,100,1.0,0.055,0.082,0.313,0,0.037,0.111,0.101,0
0,100,1.0,0.055,0.082,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.055,0.082,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.055,0.082,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.055,0.082,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.055,0.082,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.055,0.204,1.0,0,0.056,0.232,0.005,0
0,100,1.0,0.055,0.204,0.451,0,0.023,0.117,0.226,0
0,100,1.0,0.055,0.204,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.055,0.204,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.055,0.204,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.055,0.204,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.055,0.204,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.055,0.204,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.055,0.612,1.0,0,0.101,0.184,0.0,0
0,100,1.0,0.055,0.612,0.451,0,0.023,0.117,0.221,0
0,100,1.0,0.055,0.612,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.055,0.612,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.055,0.612,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.055,0.612,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.055,0.612,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.055,0.612,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.055,1.02,1.0,0,0.101,0.186,0.0,0
0,100,1.0,0.055,1.02,0.451,0,0.023,0.117,0.221,0
0,100,1.0,0.055,1.02,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.055,1.02,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.055,1.02,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.055,1.02,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.055,1.02,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.055,1.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.105,0.02,1.0,0,0.053,0.24,0.004,0
0,100,1.0,0.105,0.02,0.451,0,0.048,0.17,0.032,0
0,100,1.0,0.105,0.02,0.313,0,0.054,0.14,0.018,0
0,100,1.0,0.105,0.02,0.129,0,0.033,0.057,0.055,0
0,100,1.0,0.105,0.02,0.089,0,0.036,0.064,0.048,0
0,100,1.0,0.105,0.02,0.048,0,0.044,0.055,0.034,0
0,100,1.0,0.105,0.02,0.041,0,0.042,0.052,0.052,0
0,100,1.0,0.105,0.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.105,0.082,1.0,0,0.031,0.184,0.056,0
0,100,1.0,0.105,0.082,0.451,0,0.027,0.124,0.153,0
0,100,1.0,0.105,0.082,0.313,0,0.037,0.111,0.101,0
0,100,1.0,0.105,0.082,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.105,0.082,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.105,0.082,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.105,0.082,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.105,0.082,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.105,0.204,1.0,0,0.018,0.144,0.152,0
0,100,1.0,0.105,0.204,0.451,0,0.023,0.117,0.228,0
0,100,1.0,0.105,0.204,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.105,0.204,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.105,0.204,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.105,0.204,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.105,0.204,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.105,0.204,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.105,0.612,1.0,0,0.031,0.134,0.061,0
0,100,1.0,0.105,0.612,0.451,0,0.023,0.117,0.231,0
0,100,1.0,0.105,0.612,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.105,0.612,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.105,0.612,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.105,0.612,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.105,0.612,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.105,0.612,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.105,1.02,1.0,0,0.031,0.131,0.059,0
0,100,1.0,0.105,1.02,0.451,0,0.023,0.117,0.231,0
0,100,1.0,0.105,1.02,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.105,1.02,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.105,1.02,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.105,1.02,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.105,1.02,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.105,1.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.135,0.02,1.0,0,0.053,0.24,0.004,0
0,100,1.0,0.135,0.02,0.451,0,0.048,0.17,0.032,0
0,100,1.0,0.135,0.02,0.313,0,0.054,0.14,0.018,0
0,100,1.0,0.135,0.02,0.129,0,0.033,0.057,0.055,0
0,100,1.0,0.135,0.02,0.089,0,0.036,0.064,0.048,0
0,100,1.0,0.135,0.02,0.048,0,0.044,0.055,0.034,0
0,100,1.0,0.135,0.02,0.041,0,0.042,0.052,0.052,0
0,100,1.0,0.135,0.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.135,0.082,1.0,0,0.031,0.184,0.056,0
0,100,1.0,0.135,0.082,0.451,0,0.027,0.124,0.153,0
0,100,1.0,0.135,0.082,0.313,0,0.037,0.111,0.101,0
0,100,1.0,0.135,0.082,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.135,0.082,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.135,0.082,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.135,0.082,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.135,0.082,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.135,0.204,1.0,0,0.018,0.144,0.153,0
0,100,1.0,0.135,0.204,0.451,0,0.023,0.117,0.228,0
0,100,1.0,0.135,0.204,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.135,0.204,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.135,0.204,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.135,0.204,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.135,0.204,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.135,0.204,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.135,0.612,1.0,0,0.019,0.123,0.194,0
0,100,1.0,0.135,0.612,0.451,0,0.023,0.117,0.231,0
0,100,1.0,0.135,0.612,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.135,0.612,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.135,0.612,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.135,0.612,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.135,0.612,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.135,0.612,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.135,1.02,1.0,0,0.019,0.121,0.19,0
0,100,1.0,0.135,1.02,0.451,0,0.023,0.117,0.231,0
0,100,1.0,0.135,1.02,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.135,1.02,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.135,1.02,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.135,1.02,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.135,1.02,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.135,1.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.205,0.02,1.0,0,0.053,0.24,0.004,0
0,100,1.0,0.205,0.02,0.451,0,0.048,0.17,0.032,0
0,100,1.0,0.205,0.02,0.313,0,0.054,0.14,0.018,0
0,100,1.0,0.205,0.02,0.129,0,0.033,0.057,0.055,0
0,100,1.0,0.205,0.02,0.089,0,0.036,0.064,0.048,0
0,100,1.0,0.205,0.02,0.048,0,0.044,0.055,0.034,0
0,100,1.0,0.205,0.02,0.041,0,0.042,0.052,0.052,0
0,100,1.0,0.205,0.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.205,0.082,1.0,0,0.031,0.184,0.056,0
0,100,1.0,0.205,0.082,0.451,0,0.027,0.124,0.153,0
0,100,1.0,0.205,0.082,0.313,0,0.037,0.111,0.101,0
0,100,1.0,0.205,0.082,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.205,0.082,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.205,0.082,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.205,0.082,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.205,0.082,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.205,0.204,1.0,0,0.018,0.144,0.153,0
0,100,1.0,0.205,0.204,0.451,0,0.023,0.117,0.228,0
0,100,1.0,0.205,0.204,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.205,0.204,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.205,0.204,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.205,0.204,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.205,0.204,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.205,0.204,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.205,0.612,1.0,0,0.012,0.119,0.373,0
0,100,1.0,0.205,0.612,0.451,0,0.023,0.117,0.231,0
0,100,1.0,0.205,0.612,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.205,0.612,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.205,0.612,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.205,0.612,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.205,0.612,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.205,0.612,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.205,1.02,1.0,0,0.012,0.12,0.369,0
0,100,1.0,0.205,1.02,0.451,0,0.023,0.117,0.231,0
0,100,1.0,0.205,1.02,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.205,1.02,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.205,1.02,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.205,1.02,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.205,1.02,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.205,1.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.305,0.02,1.0,0,0.053,0.24,0.004,0
0,100,1.0,0.305,0.02,0.451,0,0.048,0.17,0.032,0
0,100,1.0,0.305,0.02,0.313,0,0.054,0.14,0.018,0
0,100,1.0,0.305,0.02,0.129,0,0.033,0.057,0.055,0
0,100,1.0,0.305,0.02,0.089,0,0.036,0.064,0.048,0
0,100,1.0,0.305,0.02,0.048,0,0.044,0.055,0.034,0
0,100,1.0,0.305,0.02,0.041,0,0.042,0.052,0.052,0
0,100,1.0,0.305,0.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.305,0.082,1.0,0,0.031,0.184,0.056,0
0,100,1.0,0.305,0.082,0.451,0,0.027,0.124,0.153,0
0,100,1.0,0.305,0.082,0.313,0,0.037,0.111,0.101,0
0,100,1.0,0.305,0.082,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.305,0.082,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.305,0.082,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.305,0.082,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.305,0.082,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.305,0.204,1.0,0,0.018,0.144,0.153,0
0,100,1.0,0.305,0.204,0.451,0,0.023,0.117,0.228,0
0,100,1.0,0.305,0.204,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.305,0.204,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.305,0.204,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.305,0.204,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.305,0.204,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.305,0.204,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.305,0.612,1.0,0,0.012,0.119,0.373,0
0,100,1.0,0.305,0.612,0.451,0,0.023,0.117,0.231,0
0,100,1.0,0.305,0.612,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.305,0.612,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.305,0.612,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.305,0.612,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.305,0.612,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.305,0.612,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.305,1.02,1.0,0,0.011,0.12,0.394,0
0,100,1.0,0.305,1.02,0.451,0,0.023,0.117,0.231,0
0,100,1.0,0.305,1.02,0.313,0,0.039,0.112,0.099,0
0,100,1.0,0.305,1.02,0.129,0,0.032,0.056,0.055,0
0,100,1.0,0.305,1.02,0.089,0,0.038,0.067,0.041,0
0,100,1.0,0.305,1.02,0.048,0,0.045,0.056,0.034,0
0,100,1.0,0.305,1.02,0.041,0,0.042,0.053,0.052,0
0,100,1.0,0.305,1.02,0.0,0,0.041,0.041,0.034,0
0,100,1.0,0.455,0.02,1.0,0,0.053,0.24,0.004,0
0,100,1.0,0.455,0.02,0.451,0,0.048,0.17,0.032,0
0,100,1.0,0.455,0.02,0.313,0,0.054,0.14,0.018,0
0,100,1.0,0.455,0.02,0.129,0,0.033,0.057,0.055,0
0,100,1.0,0.455,0.02,0.089,0,0.036,0.064,0.048,0
